1               	1948            	1966            	1966            	1958            	1961            	1960            	1956            	1956            	1967            	1960            	1957            	1972            	1961            	1959            	1950            	1966            	1963            	1960            	1948            	1962            	
2               	2658            	2678            	2670            	2674            	2678            	2680            	2674            	2679            	2673            	2691            	2687            	2690            	2666            	2668            	2680            	2690            	2667            	2674            	2659            	2671            	
3               	3383            	3400            	3404            	3390            	3397            	3395            	3387            	3394            	3387            	3406            	3391            	3403            	3400            	3382            	3381            	3404            	3407            	3381            	3386            	3382            	
4               	3739            	3768            	3775            	3780            	3775            	3766            	3767            	3764            	3771            	3781            	3766            	3779            	3763            	3758            	3768            	3787            	3778            	3762            	3752            	3758            	
5               	4007            	4033            	4055            	4037            	4042            	4033            	4018            	4025            	4029            	4036            	4031            	4048            	4029            	4025            	4025            	4042            	4041            	4031            	4024            	4012            	
6               	4329            	4358            	4380            	4356            	4356            	4362            	4341            	4349            	4353            	4366            	4370            	4378            	4369            	4350            	4353            	4379            	4373            	4370            	4343            	4336            	
7               	4912            	4941            	4944            	4944            	4942            	4937            	4923            	4946            	4945            	4950            	4952            	4975            	4942            	4923            	4933            	4959            	4944            	4935            	4935            	4925            	
8               	5298            	5348            	5347            	5327            	5347            	5331            	5323            	5319            	5331            	5346            	5329            	5356            	5326            	5327            	5321            	5357            	5352            	5321            	5309            	5303            	
9               	6051            	6098            	6110            	6098            	6106            	6103            	6074            	6092            	6092            	6113            	6106            	6126            	6097            	6070            	6098            	6110            	6094            	6089            	6081            	6063            	
10              	7501            	7567            	7573            	7557            	7566            	7564            	7522            	7546            	7559            	7581            	7554            	7585            	7562            	7535            	7547            	7580            	7565            	7549            	7540            	7514            	
11              	8538            	8591            	8607            	8586            	8599            	8585            	8550            	8584            	8590            	8615            	8593            	8629            	8594            	8563            	8582            	8630            	8609            	8577            	8563            	8550            	
12              	8753            	8832            	8861            	8821            	8832            	8822            	8785            	8817            	8825            	8853            	8833            	8868            	8831            	8797            	8809            	8856            	8829            	8815            	8803            	8781            	
13              	8612            	8683            	8724            	8678            	8697            	8672            	8640            	8664            	8674            	8713            	8688            	8722            	8686            	8655            	8668            	8719            	8704            	8669            	8661            	8642            	
14              	9143            	9228            	9246            	9218            	9237            	9218            	9182            	9200            	9214            	9241            	9218            	9252            	9213            	9190            	9197            	9257            	9231            	9201            	9195            	9183            	
15              	9316            	9384            	9418            	9383            	9392            	9386            	9353            	9376            	9390            	9419            	9401            	9423            	9385            	9344            	9371            	9418            	9402            	9371            	9367            	9355            	
16              	9339            	9396            	9436            	9402            	9421            	9402            	9368            	9393            	9388            	9429            	9414            	9440            	9396            	9374            	9381            	9441            	9419            	9388            	9370            	9355            	
17              	10422           	10488           	10508           	10480           	10507           	10484           	10439           	10484           	10482           	10531           	10494           	10545           	10495           	10466           	10468           	10543           	10512           	10481           	10453           	10446           	
18              	11950           	12038           	12072           	12021           	12069           	12038           	11992           	12020           	12029           	12065           	12048           	12087           	12026           	11997           	11999           	12081           	12057           	12028           	12004           	11991           	
19              	12233           	12318           	12351           	12322           	12346           	12308           	12271           	12316           	12321           	12357           	12337           	12386           	12322           	12284           	12300           	12367           	12346           	12305           	12296           	12279           	
20              	11315           	11404           	11427           	11416           	11435           	11405           	11363           	11393           	11406           	11454           	11417           	11458           	11416           	11362           	11381           	11461           	11442           	11390           	11380           	11368           	
21              	10352           	10433           	10448           	10421           	10455           	10429           	10384           	10418           	10424           	10463           	10434           	10464           	10427           	10406           	10404           	10472           	10454           	10414           	10405           	10392           	
22              	9707            	9773            	9799            	9766            	9791            	9774            	9727            	9764            	9779            	9808            	9780            	9818            	9775            	9731            	9754            	9807            	9782            	9763            	9754            	9739            	
23              	9243            	9303            	9328            	9295            	9312            	9312            	9264            	9293            	9304            	9331            	9304            	9338            	9291            	9271            	9269            	9339            	9320            	9289            	9279            	9263            	
24              	9086            	9140            	9171            	9152            	9186            	9155            	9116            	9143            	9145            	9183            	9153            	9188            	9147            	9127            	9131            	9181            	9175            	9137            	9131            	9118            	
25              	9265            	9331            	9335            	9311            	9329            	9314            	9298            	9316            	9318            	9334            	9321            	9355            	9332            	9283            	9301            	9347            	9334            	9314            	9301            	9283            	
26              	9277            	9349            	9355            	9337            	9352            	9337            	9316            	9340            	9332            	9368            	9347            	9371            	9345            	9313            	9314            	9372            	9362            	9325            	9328            	9306            	
27              	9279            	9341            	9366            	9350            	9357            	9334            	9320            	9334            	9340            	9364            	9353            	9378            	9353            	9328            	9318            	9367            	9360            	9341            	9325            	9315            	
28              	9337            	9395            	9408            	9410            	9418            	9400            	9366            	9389            	9397            	9423            	9403            	9431            	9404            	9370            	9384            	9431            	9418            	9380            	9367            	9379            	
29              	9810            	9865            	9890            	9871            	9888            	9857            	9846            	9863            	9866            	9894            	9868            	9893            	9866            	9830            	9848            	9901            	9887            	9860            	9853            	9844            	
30              	10681           	10767           	10796           	10766           	10780           	10762           	10731           	10754           	10766           	10787           	10773           	10810           	10757           	10739           	10732           	10798           	10779           	10752           	10747           	10734           	
31              	10996           	11075           	11096           	11075           	11095           	11074           	11026           	11071           	11073           	11096           	11083           	11114           	11080           	11044           	11048           	11111           	11091           	11055           	11055           	11053           	
32              	11012           	11082           	11099           	11085           	11086           	11071           	11032           	11054           	11058           	11090           	11076           	11104           	11079           	11027           	11053           	11102           	11092           	11048           	11057           	11033           	
33              	11124           	11198           	11215           	11189           	11200           	11184           	11151           	11185           	11196           	11212           	11199           	11233           	11186           	11167           	11159           	11218           	11194           	11165           	11166           	11153           	
34              	11395           	11460           	11481           	11468           	11477           	11465           	11421           	11446           	11455           	11481           	11470           	11491           	11474           	11436           	11425           	11498           	11476           	11447           	11443           	11416           	
35              	11525           	11586           	11622           	11585           	11588           	11583           	11548           	11575           	11569           	11606           	11599           	11615           	11593           	11555           	11562           	11622           	11592           	11576           	11573           	11557           	
36              	11420           	11487           	11505           	11482           	11487           	11475           	11458           	11482           	11472           	11498           	11493           	11516           	11484           	11460           	11464           	11514           	11496           	11468           	11468           	11462           	
37              	11298           	11345           	11367           	11369           	11358           	11356           	11314           	11344           	11363           	11372           	11340           	11382           	11353           	11324           	11342           	11379           	11372           	11326           	11335           	11328           	
38              	11263           	11317           	11344           	11310           	11333           	11317           	11298           	11319           	11324           	11352           	11332           	11348           	11328           	11296           	11302           	11354           	11350           	11306           	11312           	11299           	
39              	11501           	11563           	11585           	11549           	11576           	11558           	11525           	11548           	11558           	11569           	11561           	11589           	11559           	11530           	11525           	11593           	11566           	11540           	11540           	11524           	
40              	11776           	11835           	11867           	11828           	11850           	11824           	11814           	11822           	11841           	11848           	11830           	11872           	11839           	11808           	11807           	11867           	11856           	11827           	11814           	11819           	
41              	11950           	12002           	12029           	12012           	12019           	12006           	11973           	12008           	12007           	12026           	12005           	12034           	12012           	11978           	11964           	12051           	12026           	11990           	11992           	11971           	
42              	12242           	12310           	12331           	12304           	12315           	12314           	12269           	12294           	12303           	12331           	12311           	12337           	12304           	12271           	12274           	12340           	12325           	12278           	12275           	12268           	
43              	12690           	12758           	12784           	12753           	12775           	12768           	12706           	12752           	12757           	12782           	12762           	12777           	12768           	12724           	12719           	12794           	12774           	12729           	12738           	12722           	
44              	13178           	13255           	13273           	13253           	13255           	13256           	13226           	13230           	13248           	13273           	13254           	13280           	13250           	13213           	13226           	13292           	13259           	13231           	13239           	13228           	
45              	13696           	13773           	13801           	13780           	13792           	13769           	13733           	13763           	13768           	13798           	13768           	13809           	13781           	13725           	13752           	13812           	13781           	13745           	13764           	13743           	
46              	14334           	14408           	14427           	14409           	14420           	14403           	14369           	14389           	14413           	14428           	14422           	14452           	14407           	14375           	14381           	14449           	14415           	14394           	14381           	14378           	
47              	15458           	15538           	15558           	15527           	15553           	15532           	15497           	15524           	15535           	15554           	15545           	15584           	15542           	15497           	15505           	15578           	15566           	15527           	15524           	15499           	
48              	16524           	16605           	16634           	16614           	16634           	16608           	16551           	16605           	16603           	16648           	16622           	16653           	16611           	16573           	16567           	16662           	16637           	16583           	16581           	16565           	
49              	17310           	17412           	17449           	17421           	17431           	17406           	17359           	17408           	17401           	17448           	17414           	17461           	17423           	17366           	17377           	17454           	17440           	17401           	17387           	17376           	
50              	18484           	18595           	18632           	18591           	18616           	18588           	18527           	18577           	18591           	18633           	18605           	18641           	18607           	18542           	18562           	18658           	18619           	18574           	18557           	18525           	
51              	18956           	19066           	19103           	19055           	19096           	19062           	18997           	19051           	19063           	19106           	19067           	19121           	19072           	19023           	19030           	19123           	19091           	19047           	19035           	19016           	
52              	18765           	18881           	18918           	18875           	18903           	18881           	18818           	18852           	18871           	18922           	18880           	18934           	18889           	18827           	18833           	18937           	18905           	18853           	18846           	18816           	
53              	18392           	18496           	18526           	18484           	18506           	18487           	18421           	18477           	18476           	18519           	18490           	18543           	18495           	18436           	18457           	18543           	18520           	18467           	18455           	18437           	
54              	17908           	18020           	18055           	18020           	18037           	18009           	17958           	18005           	18014           	18059           	18020           	18064           	18029           	17979           	17990           	18083           	18042           	17992           	17998           	17970           	
55              	17435           	17518           	17564           	17525           	17542           	17524           	17468           	17520           	17514           	17563           	17525           	17580           	17539           	17486           	17495           	17573           	17548           	17497           	17504           	17485           	
56              	17026           	17123           	17148           	17113           	17137           	17120           	17051           	17106           	17098           	17154           	17116           	17157           	17121           	17064           	17076           	17169           	17132           	17085           	17079           	17077           	
57              	16688           	16778           	16804           	16779           	16794           	16767           	16723           	16755           	16761           	16795           	16770           	16823           	16778           	16725           	16735           	16830           	16790           	16745           	16750           	16743           	
58              	16481           	16566           	16599           	16553           	16579           	16557           	16513           	16550           	16560           	16592           	16557           	16610           	16569           	16520           	16532           	16616           	16596           	16534           	16536           	16525           	
59              	16371           	16451           	16487           	16454           	16474           	16449           	16399           	16442           	16453           	16475           	16451           	16498           	16452           	16398           	16419           	16506           	16478           	16432           	16452           	16409           	
60              	16453           	16549           	16586           	16537           	16551           	16541           	16490           	16524           	16536           	16577           	16545           	16585           	16545           	16487           	16501           	16588           	16558           	16519           	16514           	16505           	
61              	16825           	16921           	16946           	16917           	16929           	16907           	16858           	16906           	16909           	16953           	16918           	16948           	16925           	16875           	16874           	16984           	16944           	16884           	16903           	16875           	
62              	17362           	17459           	17505           	17466           	17479           	17453           	17398           	17455           	17453           	17502           	17460           	17513           	17476           	17422           	17426           	17525           	17487           	17426           	17434           	17422           	
63              	17935           	18016           	18052           	18009           	18039           	18013           	17955           	18009           	18013           	18060           	18022           	18057           	18019           	17971           	17976           	18060           	18052           	17978           	17994           	17976           	
64              	18296           	18410           	18428           	18392           	18405           	18400           	18346           	18389           	18399           	18436           	18398           	18445           	18406           	18355           	18365           	18452           	18432           	18361           	18372           	18373           	
65              	18776           	18862           	18895           	18861           	18876           	18872           	18806           	18848           	18855           	18909           	18867           	18909           	18866           	18808           	18830           	18921           	18903           	18836           	18846           	18831           	
66              	19506           	19621           	19653           	19607           	19631           	19608           	19539           	19597           	19595           	19650           	19623           	19658           	19623           	19559           	19569           	19671           	19639           	19573           	19579           	19561           	
67              	20194           	20302           	20328           	20294           	20320           	20281           	20220           	20283           	20290           	20337           	20302           	20350           	20302           	20229           	20247           	20351           	20318           	20268           	20263           	20248           	
68              	20148           	20246           	20288           	20245           	20278           	20239           	20180           	20235           	20231           	20294           	20250           	20301           	20266           	20193           	20212           	20314           	20282           	20205           	20226           	20203           	
69              	20427           	20544           	20573           	20545           	20568           	20531           	20473           	20521           	20533           	20596           	20549           	20597           	20551           	20480           	20495           	20618           	20563           	20516           	20506           	20497           	
70              	20968           	21085           	21123           	21083           	21120           	21073           	21010           	21075           	21070           	21137           	21090           	21147           	21097           	21035           	21041           	21155           	21126           	21054           	21052           	21038           	
71              	20772           	20885           	20922           	20880           	20915           	20876           	20801           	20877           	20889           	20935           	20897           	20939           	20898           	20823           	20836           	20948           	20917           	20838           	20849           	20830           	
72              	20477           	20579           	20615           	20585           	20596           	20572           	20509           	20568           	20574           	20617           	20596           	20636           	20588           	20535           	20530           	20633           	20606           	20556           	20555           	20528           	
73              	20218           	20313           	20357           	20320           	20339           	20305           	20244           	20303           	20323           	20366           	20317           	20368           	20326           	20273           	20270           	20372           	20348           	20287           	20288           	20281           	
74              	20204           	20309           	20344           	20307           	20329           	20296           	20248           	20304           	20301           	20344           	20315           	20363           	20321           	20256           	20273           	20359           	20333           	20281           	20281           	20258           	
75              	20557           	20680           	20714           	20673           	20693           	20661           	20590           	20647           	20651           	20708           	20683           	20715           	20680           	20631           	20630           	20736           	20704           	20648           	20645           	20625           	
76              	20407           	20526           	20554           	20497           	20524           	20512           	20452           	20484           	20510           	20568           	20515           	20556           	20524           	20469           	20481           	20571           	20544           	20494           	20491           	20471           	
77              	19857           	19973           	20005           	19972           	19990           	19970           	19910           	19961           	19954           	20009           	19969           	20021           	19979           	19929           	19928           	20037           	20011           	19942           	19940           	19908           	
78              	19469           	19568           	19593           	19566           	19580           	19562           	19510           	19560           	19556           	19602           	19565           	19619           	19585           	19526           	19532           	19625           	19587           	19546           	19543           	19522           	
79              	19584           	19687           	19718           	19681           	19714           	19686           	19633           	19680           	19680           	19716           	19683           	19736           	19694           	19637           	19650           	19746           	19703           	19651           	19672           	19650           	
80              	19905           	20012           	20047           	20018           	20035           	20008           	19965           	20018           	20008           	20062           	20030           	20069           	20032           	19973           	19973           	20080           	20047           	19997           	19983           	19971           	
81              	19506           	19603           	19649           	19595           	19624           	19597           	19533           	19584           	19602           	19650           	19618           	19652           	19613           	19561           	19568           	19669           	19633           	19572           	19588           	19553           	
82              	18891           	19006           	19042           	19009           	19021           	18985           	18935           	18981           	18993           	19026           	18999           	19039           	19001           	18952           	18962           	19047           	19023           	18972           	18972           	18947           	
